Data/hora da exportação;25/11/2023 às 10h4min
Observatório da Agropecuária Brasileira

Brasil;01/07/2022;até;31/10/2023

Filtros aplicados
Região;Todos(as);
UF;Todos(as);
Programa;Todos(as);
Subprograma;Todos(as);
Finalidade;Todos(as);
Atividade;Todos(as);
Fonte de recursos;Todos(as);
Gênero;Todos(as);
Instituição Financiera;Todos(as);
Modalidade;Todos(as);
Produto;Todos(as);
Segmento;Todos(as);

Programa;Subprograma;Região;UF;Finalidade;Quantidade (01/07/2022 - 31/10/2023);
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;DF;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;DF;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sudeste;ES;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sudeste;ES;Investimento;71;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sudeste;ES;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sudeste;ES;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;GO;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;GO;Investimento;808;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;GO;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;GO;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;MA;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;MA;Investimento;227;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;MA;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;MA;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sudeste;MG;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sudeste;MG;Investimento;1.528;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sudeste;MG;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sudeste;MG;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;MS;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;MS;Investimento;585;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;MS;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;MS;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;MT;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;MT;Investimento;1.213;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;MT;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;MT;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;PA;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;PA;Investimento;207;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;PA;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;PA;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;PB;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;PB;Investimento;6;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;PB;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;PB;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;PE;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;PE;Investimento;38;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;PE;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;PE;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;PI;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;PI;Investimento;38;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;PI;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;PI;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sul;PR;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sul;PR;Investimento;2.500;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sul;PR;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sul;PR;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sudeste;RJ;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sudeste;RJ;Investimento;7;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sudeste;RJ;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Sudeste;RJ;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;RO;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;RO;Investimento;97;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;RO;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;RO;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;RR;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;RR;Investimento;29;
